match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.1,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.2,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,0,1,1,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.3,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.4,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.5,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.6,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,0.7,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.1,Vanuatu,Italy,V Langiatu,S Stephen,S Kanankege,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.2,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.3,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.4,Vanuatu,Italy,V Langiatu,S Stephen,S Kanankege,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.5,Vanuatu,Italy,V Langiatu,S Stephen,S Kanankege,0,1,,,,1,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,1.6,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,2,,,,2,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.1,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.2,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.3,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,6,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.4,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.5,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,2.6,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,2,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.1,Vanuatu,Italy,V Langiatu,S Stephen,S Kanankege,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.2,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.3,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,1,1,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.4,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.5,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.6,Vanuatu,Italy,V Langiatu,S Stephen,S Kanankege,0,1,,,1,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.7,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,0,1,1,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,3.8,Vanuatu,Italy,S Stephen,V Langiatu,S Kanankege,4,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.1,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,6,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.2,Vanuatu,Italy,V Langiatu,S Stephen,C Mahamalage,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.3,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,2,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.4,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,4,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.5,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,4,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,4.6,Vanuatu,Italy,S Stephen,V Langiatu,C Mahamalage,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.1,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.2,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.3,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,0,1,1,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.4,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.5,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.6,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,2,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,5.7,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.1,Vanuatu,Italy,V Langiatu,S Stephen,Ilenia Sims,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.2,Vanuatu,Italy,V Langiatu,S Stephen,Ilenia Sims,4,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.3,Vanuatu,Italy,V Langiatu,S Stephen,Ilenia Sims,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.4,Vanuatu,Italy,S Stephen,V Langiatu,Ilenia Sims,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.5,Vanuatu,Italy,V Langiatu,S Stephen,Ilenia Sims,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,6.6,Vanuatu,Italy,S Stephen,V Langiatu,Ilenia Sims,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.1,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.2,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,0,1,1,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.3,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.4,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,0,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.5,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.6,Vanuatu,Italy,V Langiatu,S Stephen,A Kontopirakis,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,7.7,Vanuatu,Italy,S Stephen,V Langiatu,A Kontopirakis,1,0,,,,,,,,,
1531165,2026,2026-04-28,"Gahanga B Ground, Rwanda",1,8.1,Vanuatu,Italy,S Stephen,V Langiatu,Ilenia Sims,1,0,,,,,,,,,
